Trace	Run Date
823	2011-10-27T15:14:58:000
824	2011-10-27T16:14:58:000
825	2011-10-27T17:14:58:000
826	2011-10-27T18:14:58:000
827	2011-10-27T19:14:58:000
828	2011-10-27T20:14:58:000
829	2011-10-27T21:14:58:000
830	2011-10-27T22:14:59:000
831	2011-10-27T23:14:59:000
832	2011-10-28T01:14:59:000
833	2011-10-28T03:14:59:000
834	2011-10-28T04:14:59:000
835	2011-10-28T05:14:59:000
836	2011-10-28T06:14:59:000
837	2011-10-28T07:14:59:000
838	2011-10-28T08:14:59:000
839	2011-10-28T09:14:59:000
840	2011-10-28T10:14:59:000
841	2011-10-28T11:14:59:000
842	2011-10-28T12:14:59:000
843	2011-10-28T13:14:59:000
844	2011-10-28T14:14:59:000
845	2011-10-28T15:14:59:000
846	2011-10-28T16:14:59:000
847	2011-10-28T16:28:09:000
848	2011-10-28T16:47:01:000
849	2011-10-28T16:54:52:000
850	2011-10-28T17:03:55:000
851	2011-10-28T17:09:00:000
852	2011-10-28T19:09:00:000
853	2011-10-28T20:09:00:000
854	2011-10-28T21:09:00:000
855	2011-10-28T22:09:00:000
856	2011-10-28T23:09:00:000
857	2011-10-29T00:09:00:000
858	2011-10-29T01:09:01:000
859	2011-10-29T02:09:01:000
860	2011-10-29T03:09:01:000
861	2011-10-29T04:09:01:000
862	2011-10-29T05:09:01:000
863	2011-10-29T06:09:01:000
864	2011-10-29T07:09:01:000
865	2011-10-29T08:09:01:000
866	2011-10-29T09:09:01:000
867	2011-10-29T10:09:01:000
868	2011-10-29T11:09:01:000
869	2011-10-29T12:09:01:000
870	2011-10-29T13:09:01:000
871	2011-10-29T14:09:01:000
872	2011-10-29T15:09:01:000
873	2011-10-29T16:09:01:000
874	2011-10-29T17:09:01:000
875	2011-10-29T18:09:01:000
876	2011-10-29T19:09:01:000
877	2011-10-29T20:09:01:000
878	2011-10-29T21:09:01:000
879	2011-10-29T22:09:01:000
880	2011-10-29T23:09:01:000
881	2011-10-30T00:09:01:000
882	2011-10-30T01:09:01:000
883	2011-10-30T02:09:01:000
884	2011-10-30T03:09:01:000
885	2011-10-30T04:09:01:000
886	2011-10-30T05:09:01:000
887	2011-10-30T06:09:01:000
888	2011-10-30T07:09:01:000
889	2011-10-30T08:09:01:000
890	2011-10-30T09:09:01:000
891	2011-10-30T10:09:01:000
892	2011-10-30T11:09:01:000
893	2011-10-30T12:09:01:000
894	2011-10-30T13:09:01:000
895	2011-10-30T14:09:01:000
896	2011-10-30T15:09:01:000
897	2011-10-30T16:09:01:000
898	2011-10-30T17:09:01:000
899	2011-10-30T18:09:01:000
900	2011-10-30T19:09:01:000
901	2011-10-30T20:09:01:000
902	2011-10-30T21:09:01:000
903	2011-10-30T22:09:01:000
904	2011-10-30T23:09:01:000
905	2011-10-31T00:09:01:000
906	2011-10-31T07:09:01:000
907	2011-10-31T08:09:01:000
908	2011-10-31T09:02:11:000
909	2011-10-31T09:18:13:000
910	2011-10-31T09:43:09:000
911	2011-10-31T10:04:14:000
912	2011-10-31T12:04:14:000
913	2011-10-31T14:04:14:000
914	2011-10-31T15:04:14:000
915	2011-10-31T16:04:14:000
916	2011-10-31T17:04:14:000
917	2011-10-31T18:04:15:000
918	2011-10-31T19:04:15:000
919	2011-10-31T20:04:15:000
920	2011-10-31T21:04:15:000
921	2011-10-31T22:04:15:000
922	2011-10-31T23:04:15:000
923	2011-11-01T00:04:15:000
924	2011-11-01T01:04:15:000
925	2011-11-01T02:04:15:000
926	2011-11-01T03:04:15:000
927	2011-11-01T04:04:15:000
928	2011-11-01T06:04:15:000
929	2011-11-01T07:04:15:000
930	2011-11-01T08:04:15:000
931	2011-11-01T09:04:15:000
932	2011-11-01T10:04:15:000
933	2011-11-01T11:04:15:000
934	2011-11-01T12:04:15:000
935	2011-11-01T13:04:15:000
936	2011-11-01T14:04:15:000
937	2011-11-01T15:04:15:000
938	2011-11-01T16:04:15:000
939	2011-11-01T17:04:15:000
940	2011-11-01T18:04:15:000
941	2011-11-01T19:04:15:000
942	2011-11-01T20:04:15:000
943	2011-11-01T21:04:15:000
944	2011-11-01T22:04:15:000
945	2011-11-01T23:04:15:000
946	2011-11-02T00:04:15:000
947	2011-11-02T01:04:15:000
948	2011-11-02T02:04:15:000
949	2011-11-02T03:04:15:000
950	2011-11-02T04:04:15:000
951	2011-11-02T05:04:15:000
952	2011-11-02T06:04:15:000
953	2011-11-02T07:04:15:000
954	2011-11-02T08:04:15:000
955	2011-11-02T09:04:15:000
956	2011-11-02T09:14:27:000
957	2011-11-02T10:14:27:000
958	2011-11-02T11:14:27:000
959	2011-11-02T12:14:27:000
960	2011-11-02T14:14:27:000
961	2011-11-02T15:14:27:000
962	2011-11-02T16:14:27:000
963	2011-11-02T17:14:27:000
964	2011-11-02T18:14:27:000
965	2011-11-02T19:14:27:000
966	2011-11-02T23:14:27:000
967	2011-11-03T01:14:27:000
968	2011-11-03T06:14:27:000
969	2011-11-03T09:14:27:000
970	2011-11-03T10:14:27:000
971	2011-11-03T14:31:22:000
972	2011-11-03T14:40:38:000
973	2011-11-03T14:46:32:000
974	2011-11-03T14:52:08:000
975	2011-11-03T15:43:05:000
976	2011-11-03T16:43:05:000
977	2011-11-03T17:43:05:000
978	2011-11-03T18:43:05:000
979	2011-11-03T19:43:05:000
980	2011-11-04T00:43:05:000
981	2011-11-04T02:43:06:000
982	2011-11-04T07:43:06:000
983	2011-11-04T08:43:06:000
984	2011-11-04T11:43:07:000
985	2011-11-04T16:43:07:000
986	2011-11-04T17:43:07:000
987	2011-11-04T18:43:07:000
988	2011-11-04T19:43:07:000
989	2011-11-04T20:43:07:000
990	2011-11-04T23:43:07:000
991	2011-11-05T02:43:07:000
992	2011-11-05T06:43:07:000
993	2011-11-05T11:43:07:000
994	2011-11-05T16:43:08:000
995	2011-11-05T17:43:08:000
996	2011-11-05T19:43:08:000
997	2011-11-05T20:43:08:000
998	2011-11-06T00:43:08:000
999	2011-11-06T02:43:08:000
1000	2011-11-06T07:43:08:000
1001	2011-11-06T11:43:08:000
1002	2011-11-06T16:43:08:000
1003	2011-11-06T17:43:08:000
1004	2011-11-06T18:43:08:000
1005	2011-11-06T19:43:08:000
1006	2011-11-06T23:43:08:000
1007	2011-11-07T02:43:08:000
1008	2011-11-07T06:43:08:000
1009	2011-11-07T11:43:08:000
1010	2011-11-07T16:43:08:000
1011	2011-11-07T17:43:08:000
1012	2011-11-07T19:43:08:000
1013	2011-11-07T23:43:08:000
1014	2011-11-08T02:43:08:000
1015	2011-11-08T05:43:08:000
1016	2011-11-08T06:43:08:000
1017	2011-11-08T08:43:09:000
1018	2011-11-08T09:43:09:000
1019	2011-11-08T10:43:09:000
1020	2011-11-08T11:43:09:000
1021	2011-11-08T12:43:09:000
1022	2011-11-08T13:43:09:000
1023	2011-11-08T14:43:09:000
1024	2011-11-08T15:43:09:000
1025	2011-11-08T16:43:09:000
1026	2011-11-08T17:43:09:000
1027	2011-11-08T18:43:09:000
1028	2011-11-08T19:43:09:000
1029	2011-11-08T20:43:09:000
1030	2011-11-08T21:43:09:000
1031	2011-11-08T22:43:09:000
1032	2011-11-08T23:43:09:000
1033	2011-11-09T00:43:09:000
1034	2011-11-09T01:43:09:000
1035	2011-11-09T02:43:09:000
1036	2011-11-09T03:43:09:000
1037	2011-11-09T04:43:09:000
1038	2011-11-09T05:43:09:000
1039	2011-11-09T06:43:09:000
1040	2011-11-09T09:43:09:000
1041	2011-11-09T10:43:09:000
1042	2011-11-09T11:43:09:000
1043	2011-11-09T12:43:09:000
1044	2011-11-09T16:43:09:000
1045	2011-11-09T17:43:09:000
1046	2011-11-09T18:43:09:000
1047	2011-11-09T19:43:09:000
1048	2011-11-09T20:43:09:000
1049	2011-11-09T21:43:09:000
1050	2011-11-09T22:43:09:000
1051	2011-11-09T23:43:09:000
1052	2011-11-10T00:43:09:000
1053	2011-11-10T01:43:09:000
1054	2011-11-10T02:43:09:000
1055	2011-11-10T03:43:09:000
1056	2011-11-10T04:43:09:000
1057	2011-11-10T05:43:09:000
1058	2011-11-10T06:43:09:000
1059	2011-11-10T07:43:09:000
1060	2011-11-10T08:43:09:000
1061	2011-11-10T09:43:09:000
1062	2011-11-10T10:43:09:000
1063	2011-11-10T11:43:09:000
1064	2011-11-10T12:44:34:000
1065	2011-11-10T12:49:24:000
1066	2011-11-10T13:08:16:000
1067	2011-11-10T13:12:39:000
1068	2011-11-10T14:12:39:000
1069	2011-11-10T15:12:39:000
1070	2011-11-10T16:12:39:000
1071	2011-11-10T17:12:39:000
1072	2011-11-10T18:12:39:000
1073	2011-11-10T19:12:39:000
1074	2011-11-10T20:12:39:000
1075	2011-11-10T21:12:39:000
1076	2011-11-10T22:12:39:000
1077	2011-11-10T23:12:40:000
1078	2011-11-11T01:12:40:000
1079	2011-11-11T06:12:40:000
1080	2011-11-11T11:12:40:000
1081	2011-11-11T12:12:40:000
1082	2011-11-11T13:12:40:000
1083	2011-11-11T14:12:40:000
1084	2011-11-11T15:12:40:000
1085	2011-11-11T16:12:40:000
1086	2011-11-11T17:12:40:000
1087	2011-11-11T18:12:40:000
1088	2011-11-11T23:12:40:000
1089	2011-11-12T04:12:40:000
1090	2011-11-12T05:12:40:000
1091	2011-11-12T06:12:40:000
1092	2011-11-12T07:12:40:000
1093	2011-11-12T08:12:40:000
1094	2011-11-12T09:12:40:000
1095	2011-11-12T10:12:40:000
1096	2011-11-12T11:12:40:000
1097	2011-11-12T12:12:40:000
1098	2011-11-12T13:12:40:000
1099	2011-11-12T14:12:40:000
1100	2011-11-12T15:12:40:000
1101	2011-11-12T16:12:40:000
1102	2011-11-12T17:12:40:000
1103	2011-11-12T18:12:40:000
1104	2011-11-12T20:12:40:000
1105	2011-11-12T21:12:40:000
1106	2011-11-12T22:12:40:000
1107	2011-11-12T23:12:40:000
1108	2011-11-13T00:12:40:000
1109	2011-11-13T01:12:40:000
1110	2011-11-13T02:12:40:000
1111	2011-11-13T03:12:40:000
1112	2011-11-13T04:12:40:000
1113	2011-11-13T05:12:40:000
1114	2011-11-13T06:12:40:000
1115	2011-11-13T07:12:40:000
1116	2011-11-13T08:12:40:000
1117	2011-11-13T09:12:40:000
1118	2011-11-13T10:12:40:000
1119	2011-11-13T11:12:40:000
1120	2011-11-13T12:12:40:000
1121	2011-11-13T13:12:40:000
1122	2011-11-13T14:12:40:000
1123	2011-11-13T15:12:40:000
1124	2011-11-13T16:12:40:000
1125	2011-11-13T17:12:40:000
1126	2011-11-13T18:12:40:000
1127	2011-11-13T19:12:40:000
1128	2011-11-13T20:12:40:000
1129	2011-11-13T21:12:40:000
1130	2011-11-13T22:12:40:000
1131	2011-11-13T23:12:40:000
1132	2011-11-14T00:12:41:000
1133	2011-11-14T01:12:41:000
1134	2011-11-14T02:12:41:000
1135	2011-11-14T04:12:41:000
1136	2011-11-14T05:12:41:000
1137	2011-11-14T06:12:41:000
1138	2011-11-14T07:12:41:000
1139	2011-11-14T08:12:41:000
1140	2011-11-14T09:12:41:000
1141	2011-11-14T10:12:41:000
1142	2011-11-14T11:12:41:000
1143	2011-11-14T12:12:41:000
1144	2011-11-14T13:12:41:000
1145	2011-11-14T14:12:41:000
1146	2011-11-14T15:12:41:000
1147	2011-11-14T16:12:41:000
1148	2011-11-14T17:12:41:000
1149	2011-11-14T18:12:41:000
1150	2011-11-14T19:12:41:000
1151	2011-11-14T20:12:41:000
1152	2011-11-14T21:12:41:000
1153	2011-11-14T22:12:41:000
1154	2011-11-14T23:12:41:000
1155	2011-11-15T01:12:41:000
1156	2011-11-15T02:12:41:000
1157	2011-11-15T06:12:41:000
1158	2011-11-15T10:12:41:000
1159	2011-11-15T10:45:59:000
1160	2011-11-15T12:36:57:000
1161	2011-11-15T14:22:49:000
1162	2011-11-15T15:22:49:000
1163	2011-11-15T15:34:53:000
1164	2011-11-15T17:34:53:000
1165	2011-11-15T18:34:53:000
1166	2011-11-15T19:34:53:000
1167	2011-11-15T20:34:53:000
1168	2011-11-15T21:17:21:000
1169	2011-11-15T22:17:21:000
1170	2011-11-15T23:17:21:000
1171	2011-11-16T00:17:21:000
1172	2011-11-16T01:17:21:000
1173	2011-11-16T05:17:21:000
1174	2011-11-16T06:17:21:000
1175	2011-11-16T09:17:21:000
1176	2011-11-16T09:57:15:000
1177	2011-11-16T11:19:34:000
1178	2011-11-16T12:19:34:000
1179	2011-11-16T13:44:53:000
1180	2011-11-16T13:48:02:000
1181	2011-11-16T14:48:02:000
1182	2011-11-16T15:48:02:000
1183	2011-11-16T16:29:10:000
1184	2011-11-16T16:31:49:000
1185	2011-11-16T17:32:07:000
1186	2011-11-16T18:32:07:000
1187	2011-11-16T19:32:07:000
1188	2011-11-16T20:32:07:000
1189	2011-11-16T20:49:14:000
1190	2011-11-16T22:49:14:000
1191	2011-11-16T23:49:14:000
1192	2011-11-17T00:49:14:000
1193	2011-11-17T01:49:14:000
1194	2011-11-17T03:31:05:000
1195	2011-11-17T06:31:05:000
1196	2011-11-17T08:52:18:000
1197	2011-11-17T09:52:18:000
1198	2011-11-17T11:52:19:000
1199	2011-11-17T15:52:19:000
1200	2011-11-17T16:52:19:000
1201	2011-11-17T17:52:19:000
1202	2011-11-17T18:52:19:000
1203	2011-11-17T19:52:19:000
1204	2011-11-17T20:52:19:000
1205	2011-11-17T23:52:19:000
1206	2011-11-18T01:52:19:000
1207	2011-11-18T05:31:05:000
1208	2011-11-18T06:31:05:000
1209	2011-11-18T07:31:05:000
1210	2011-11-18T11:31:05:000
1211	2011-11-18T12:31:05:000
1212	2011-11-18T13:31:05:000
1213	2011-11-18T14:31:05:000
1214	2011-11-18T15:31:06:000
1215	2011-11-18T16:31:06:000
1216	2011-11-18T17:31:06:000
1217	2011-11-18T18:31:06:000
1218	2011-11-18T19:31:06:000
1219	2011-11-18T20:31:06:000
1220	2011-11-18T21:31:06:000
1221	2011-11-18T22:31:06:000
1222	2011-11-18T23:31:06:000
1223	2011-11-19T00:31:06:000
1224	2011-11-19T01:31:06:000
1225	2011-11-19T02:30:49:000
1226	2011-11-19T03:31:07:000
1227	2011-11-19T04:31:07:000
1228	2011-11-19T05:31:07:000
1229	2011-11-19T06:31:07:000
1230	2011-11-19T07:31:07:000
1231	2011-11-19T08:31:07:000
1232	2011-11-19T09:31:07:000
1233	2011-11-19T10:31:08:000
1234	2011-11-19T11:31:08:000
1235	2011-11-19T12:31:08:000
1236	2011-11-19T13:31:08:000
1237	2011-11-19T14:31:08:000
1238	2011-11-19T15:31:09:000
1239	2011-11-19T16:31:09:000
1240	2011-11-19T17:31:09:000
1241	2011-11-19T18:31:09:000
1242	2011-11-19T19:31:09:000
1243	2011-11-19T20:31:09:000
1244	2011-11-19T21:31:09:000
1245	2011-11-19T22:31:09:000
1246	2011-11-19T23:31:10:000
1247	2011-11-20T00:31:10:000
1248	2011-11-20T01:31:10:000
1249	2011-11-20T04:31:07:000
1250	2011-11-20T06:31:07:000
1251	2011-11-20T07:31:07:000
1252	2011-11-20T11:31:07:000
1253	2011-11-20T12:31:07:000
1254	2011-11-20T13:31:07:000
1255	2011-11-20T14:31:07:000
1256	2011-11-20T15:31:08:000
1257	2011-11-20T16:31:08:000
1258	2011-11-20T17:31:08:000
1259	2011-11-20T18:31:08:000
1260	2011-11-20T19:31:08:000
1261	2011-11-20T20:31:08:000
1262	2011-11-20T21:31:08:000
1263	2011-11-20T22:31:08:000
1264	2011-11-20T23:31:08:000
1265	2011-11-21T00:31:08:000
1266	2011-11-21T01:31:08:000
1267	2011-11-21T02:30:58:000
1268	2011-11-21T06:31:17:000
1269	2011-11-21T07:31:17:000
1270	2011-11-21T08:31:17:000
1271	2011-11-21T09:31:17:000
1272	2011-11-21T10:31:17:000
1273	2011-11-21T11:31:17:000
1274	2011-11-21T12:31:17:000
1275	2011-11-21T13:31:17:000
1276	2011-11-21T14:31:17:000
1277	2011-11-21T15:31:17:000
1278	2011-11-21T16:31:17:000
1279	2011-11-21T17:31:17:000
1280	2011-11-21T18:31:17:000
1281	2011-11-21T19:31:17:000
1282	2011-11-21T20:31:17:000
1283	2011-11-21T21:31:17:000
1284	2011-11-21T22:31:17:000
1285	2011-11-21T23:31:17:000
1286	2011-11-22T00:31:18:000
1287	2011-11-22T01:31:18:000
1288	2011-11-22T02:30:50:000
1289	2011-11-22T03:31:09:000
1290	2011-11-22T04:31:09:000
1291	2011-11-22T05:31:09:000
1292	2011-11-22T06:31:09:000
1293	2011-11-22T07:31:09:000
1294	2011-11-22T08:31:09:000
1295	2011-11-22T09:31:09:000
1296	2011-11-22T10:31:09:000
1297	2011-11-22T11:31:10:000
1298	2011-11-22T12:31:10:000
1299	2011-11-22T13:31:10:000
1300	2011-11-22T14:31:10:000
1301	2011-11-22T15:31:10:000
1302	2011-11-22T16:31:10:000
1303	2011-11-22T17:31:10:000
1304	2011-11-22T18:31:10:000
1305	2011-11-22T19:31:10:000
1306	2011-11-22T20:31:10:000
1307	2011-11-22T21:31:10:000
1308	2011-11-22T22:31:10:000
1309	2011-11-23T00:31:11:000
1310	2011-11-23T01:31:11:000
1311	2011-11-23T06:31:10:000
1312	2011-11-23T07:31:10:000
1313	2011-11-23T11:31:10:000
1314	2011-11-23T12:31:10:000
1315	2011-11-23T14:31:10:000
1316	2011-11-23T16:31:10:000
1317	2011-11-23T17:31:10:000
1318	2011-11-23T18:31:10:000
1319	2011-11-23T19:31:10:000
1320	2011-11-24T00:31:10:000
1321	2011-11-24T01:31:11:000
1322	2011-11-24T07:31:12:000
1323	2011-11-24T11:31:12:000
1324	2011-11-24T12:31:12:000
1325	2011-11-24T15:31:12:000
1326	2011-11-24T16:31:12:000
1327	2011-11-24T17:31:12:000
1328	2011-11-24T18:31:12:000
1329	2011-11-24T19:31:12:000
1330	2011-11-24T20:31:12:000
1331	2011-11-24T21:31:13:000
1332	2011-11-24T22:31:13:000
1333	2011-11-24T23:31:13:000
1334	2011-11-25T01:31:13:000
1335	2011-11-25T11:31:21:000
1336	2011-11-25T13:31:21:000
1337	2011-11-25T14:31:21:000
1338	2011-11-25T15:31:21:000
1339	2011-11-25T16:31:21:000
1340	2011-11-25T17:31:21:000
1341	2011-11-25T18:31:21:000
1342	2011-11-25T19:31:21:000
1343	2011-11-25T20:31:21:000
1344	2011-11-25T21:31:21:000
1345	2011-11-25T22:31:22:000
1346	2011-11-25T23:31:22:000
1347	2011-11-26T00:31:22:000
1348	2011-11-26T01:31:22:000
1349	2011-11-26T02:30:54:000
1350	2011-11-26T03:31:13:000
1351	2011-11-26T06:31:13:000
1352	2011-11-26T07:31:13:000
1353	2011-11-26T08:31:13:000
1354	2011-11-26T09:31:13:000
1355	2011-11-26T10:31:13:000
1356	2011-11-26T11:31:13:000
1357	2011-11-26T12:31:13:000
1358	2011-11-26T13:31:13:000
1359	2011-11-26T14:31:13:000
1360	2011-11-26T15:31:13:000
1361	2011-11-26T16:31:13:000
1362	2011-11-26T17:31:13:000
1363	2011-11-26T18:31:13:000
1364	2011-11-26T19:31:13:000
1365	2011-11-26T20:31:13:000
1366	2011-11-26T21:31:13:000
1367	2011-11-26T22:31:14:000
1368	2011-11-26T23:31:14:000
1369	2011-11-27T00:31:14:000
1370	2011-11-27T01:31:14:000
1371	2011-11-27T02:30:56:000
1372	2011-11-27T03:31:14:000
1373	2011-11-27T04:31:14:000
1374	2011-11-27T05:31:14:000
1375	2011-11-27T06:31:14:000
1376	2011-11-27T07:31:14:000
1377	2011-11-27T08:31:14:000
1378	2011-11-27T09:31:14:000
1379	2011-11-27T10:31:14:000
1380	2011-11-27T11:31:14:000
1381	2011-11-27T12:31:14:000
1382	2011-11-27T13:31:14:000
1383	2011-11-27T14:31:14:000
1384	2011-11-27T15:31:14:000
1385	2011-11-27T16:31:14:000
1386	2011-11-27T17:31:14:000
1387	2011-11-27T18:31:14:000
1388	2011-11-27T19:31:15:000
1389	2011-11-27T20:31:15:000
1390	2011-11-27T21:31:15:000
1391	2011-11-27T22:31:15:000
1392	2011-11-27T23:31:15:000
1393	2011-11-28T00:31:15:000
1394	2011-11-28T01:31:15:000
1395	2011-11-28T02:30:56:000
1396	2011-11-28T03:31:14:000
1397	2011-11-28T04:31:14:000
1398	2011-11-28T05:31:14:000
1399	2011-11-28T06:31:14:000
1400	2011-11-28T07:31:14:000
1401	2011-11-28T08:31:14:000
1402	2011-11-28T09:31:15:000
1403	2011-11-28T10:31:15:000
1404	2011-11-28T11:31:15:000
1405	2011-11-28T12:31:15:000
1406	2011-11-28T13:31:15:000
1407	2011-11-28T14:31:15:000
1408	2011-11-28T15:31:15:000
1409	2011-11-28T16:31:15:000
1410	2011-11-28T17:31:15:000
1411	2011-11-28T18:31:15:000
1412	2011-11-28T19:31:15:000
1413	2011-11-28T20:31:15:000
1414	2011-11-28T21:31:15:000
1415	2011-11-28T22:31:15:000
1416	2011-11-28T23:31:15:000
1417	2011-11-29T00:31:15:000
1418	2011-11-29T01:31:15:000
1419	2011-11-29T02:30:56:000
1420	2011-11-29T03:31:15:000
1421	2011-11-29T04:31:15:000
1422	2011-11-29T05:31:15:000
1423	2011-11-29T06:31:15:000
1424	2011-11-29T08:31:15:000
1425	2011-11-29T09:31:16:000
1426	2011-11-29T10:31:15:000
1427	2011-11-29T11:31:15:000
1428	2011-11-29T12:31:16:000
1429	2011-11-29T13:31:16:000
1430	2011-11-29T14:31:16:000
1431	2011-11-29T15:31:16:000
1432	2011-11-29T16:31:16:000
1433	2011-11-29T17:31:16:000
1434	2011-11-29T18:31:16:000
1435	2011-11-29T19:31:16:000
1436	2011-11-29T20:31:16:000
1437	2011-11-29T21:31:16:000
1438	2011-11-29T23:31:16:000
1439	2011-11-30T01:31:16:000
1440	2011-11-30T02:31:02:000
1441	2011-11-30T03:31:21:000
1442	2011-11-30T06:31:21:000
1443	2011-11-30T08:31:21:000
1444	2011-11-30T10:31:21:000
1445	2011-11-30T11:31:21:000
1446	2011-11-30T13:31:21:000
1447	2011-11-30T14:31:21:000
1448	2011-11-30T15:31:21:000
1449	2011-11-30T16:31:21:000
1450	2011-11-30T17:31:21:000
1451	2011-11-30T18:31:21:000
1452	2011-11-30T19:31:21:000
1453	2011-11-30T21:31:21:000
1454	2011-11-30T22:31:22:000
1455	2011-12-01T02:31:01:000
1456	2011-12-01T04:31:20:000
1457	2011-12-01T06:31:20:000
1458	2011-12-01T09:31:21:000
1459	2011-12-01T10:31:21:000
1460	2011-12-01T11:31:21:000
1461	2011-12-01T12:31:21:000
1462	2011-12-01T13:31:21:000
1463	2011-12-01T14:31:21:000
1464	2011-12-01T15:31:21:000
1465	2011-12-01T16:31:21:000
1466	2011-12-01T17:31:21:000
1467	2011-12-01T18:31:21:000
1468	2011-12-01T19:31:21:000
1469	2011-12-01T22:31:21:000
1470	2011-12-01T23:31:21:000
1471	2011-12-02T00:31:22:000
1472	2011-12-02T01:31:22:000
1473	2011-12-02T02:31:04:000
1474	2011-12-02T03:31:22:000
1475	2011-12-02T04:31:23:000
1476	2011-12-02T06:31:23:000
1477	2011-12-02T07:31:23:000
1478	2011-12-02T11:31:23:000
1479	2011-12-02T12:31:23:000
1480	2011-12-02T14:31:23:000
1481	2011-12-02T15:31:23:000
1482	2011-12-02T16:31:24:000
1483	2011-12-02T17:31:24:000
1484	2011-12-02T18:31:24:000
1485	2011-12-02T19:31:24:000
1486	2011-12-02T21:31:24:000
1487	2011-12-02T23:31:24:000
1488	2011-12-03T00:31:24:000
1489	2011-12-03T01:31:24:000
1490	2011-12-03T04:31:22:000
1491	2011-12-03T06:31:22:000
1492	2011-12-03T07:31:22:000
1493	2011-12-03T09:31:23:000
1494	2011-12-03T10:31:23:000
1495	2011-12-03T18:31:23:000
1496	2011-12-03T19:31:23:000
1497	2011-12-03T20:31:23:000
1498	2011-12-03T21:31:23:000
1499	2011-12-03T22:31:23:000
1500	2011-12-03T23:31:23:000
1501	2011-12-04T00:31:23:000
1502	2011-12-04T01:31:23:000
1503	2011-12-04T02:30:58:000
1504	2011-12-04T03:31:16:000
1505	2011-12-04T05:31:16:000
1506	2011-12-04T06:31:16:000
1507	2011-12-04T11:31:17:000
1508	2011-12-04T12:31:17:000
1509	2011-12-04T15:31:17:000
1510	2011-12-04T16:31:17:000
1511	2011-12-04T17:31:17:000
1512	2011-12-04T18:31:17:000
1513	2011-12-04T19:31:17:000
1514	2011-12-04T20:31:17:000
1515	2011-12-04T21:31:17:000
1516	2011-12-04T22:31:17:000
1517	2011-12-04T23:31:17:000
1518	2011-12-05T00:31:17:000
1519	2011-12-05T01:31:18:000
1520	2011-12-05T02:31:05:000
1521	2011-12-05T03:31:24:000
1522	2011-12-05T04:31:24:000
1523	2011-12-05T06:31:24:000
1524	2011-12-05T07:31:24:000
1525	2011-12-05T09:31:24:000
1526	2011-12-05T10:31:24:000
1527	2011-12-05T11:31:24:000
1528	2011-12-05T12:31:24:000
1529	2011-12-05T13:31:24:000
1530	2011-12-05T14:31:25:000
1531	2011-12-05T15:31:25:000
1532	2011-12-05T16:31:25:000
1533	2011-12-05T17:31:25:000
1534	2011-12-05T18:31:25:000
1535	2011-12-05T19:31:25:000
1536	2011-12-05T20:31:25:000
1537	2011-12-05T21:31:25:000
1538	2011-12-05T22:31:25:000
1539	2011-12-05T23:31:25:000
1540	2011-12-06T00:31:25:000
1541	2011-12-06T01:31:25:000
1542	2011-12-06T02:31:05:000
1543	2011-12-06T03:31:24:000
1544	2011-12-06T04:31:24:000
1545	2011-12-06T06:31:24:000
1546	2011-12-06T11:31:25:000
1547	2011-12-06T12:31:25:000
1548	2011-12-06T13:31:25:000
1549	2011-12-06T14:31:25:000
1550	2011-12-06T15:31:25:000
1551	2011-12-06T16:31:25:000
1552	2011-12-06T17:31:25:000
1553	2011-12-06T18:31:25:000
1554	2011-12-06T19:31:25:000
1555	2011-12-06T20:31:25:000
1556	2011-12-06T21:31:25:000
1557	2011-12-06T22:31:25:000
1558	2011-12-06T23:31:25:000
1559	2011-12-07T02:31:06:000
1560	2011-12-07T03:31:25:000
1561	2011-12-07T06:31:25:000
1562	2011-12-07T07:31:25:000
1563	2011-12-07T11:31:25:000
1564	2011-12-07T12:31:26:000
1565	2011-12-07T13:31:26:000
1566	2011-12-07T14:31:26:000
1567	2011-12-07T15:31:26:000
1568	2011-12-07T16:31:26:000
1569	2011-12-07T17:31:26:000
1570	2011-12-07T18:31:26:000
1571	2011-12-07T19:31:26:000
1572	2011-12-07T21:31:26:000
1573	2011-12-07T22:31:26:000
1574	2011-12-07T23:31:26:000
1575	2011-12-08T00:31:26:000
1576	2011-12-08T01:31:26:000
1577	2011-12-08T02:31:08:000
1578	2011-12-08T03:31:27:000
1579	2011-12-08T04:31:27:000
1580	2011-12-08T05:31:27:000
1581	2011-12-08T06:31:27:000
1582	2011-12-08T07:31:27:000
1583	2011-12-08T08:31:27:000
1584	2011-12-08T14:31:27:000
1585	2011-12-08T16:31:28:000
1586	2011-12-08T18:31:28:000
1587	2011-12-08T23:31:28:000
1588	2011-12-09T01:31:28:000
1589	2011-12-09T02:31:01:000
1590	2011-12-09T03:31:20:000
1591	2011-12-09T04:31:20:000
1592	2011-12-09T07:31:20:000
1593	2011-12-09T12:31:20:000
1594	2011-12-09T13:31:20:000
1595	2011-12-09T14:31:21:000
1596	2011-12-09T15:31:21:000
1597	2011-12-09T16:31:21:000
1598	2011-12-09T17:31:21:000
1599	2011-12-09T18:31:21:000
1600	2011-12-09T19:31:21:000
1601	2011-12-09T20:31:21:000
1602	2011-12-09T21:31:21:000
1603	2011-12-09T22:31:21:000
1604	2011-12-09T23:31:21:000
1605	2011-12-10T00:31:21:000
1606	2011-12-10T01:31:21:000
1607	2011-12-10T02:31:09:000
1608	2011-12-10T03:31:28:000
1609	2011-12-10T04:31:28:000
